audio1,audio2,true_label,predicted_label,similarity
D32_789.wav,D32_925.wav,1,1,0.7265
D31_826.wav,D11_897.wav,0,0,0.2152
D21_919.wav,D21_952.wav,1,1,0.8266
D8_750.wav,D8_943.wav,1,1,0.6640
D32_892.wav,D32_844.wav,1,1,0.8194
D8_924.wav,D8_802.wav,1,1,0.7643
D13_755.wav,D13_909.wav,1,1,0.6794
D13_955.wav,D13_995.wav,1,1,0.8136
D4_994.wav,D4_952.wav,1,1,0.7358
D8_844.wav,D8_773.wav,1,1,0.6433
D13_892.wav,D13_752.wav,1,1,0.6855
D13_845.wav,D12_830.wav,0,0,-0.0184
D8_827.wav,D8_974.wav,1,1,0.6831
D31_983.wav,D12_928.wav,0,0,0.1932
D6_924.wav,D4_996.wav,0,0,0.1339
D13_871.wav,D13_915.wav,1,1,0.7614
D8_771.wav,D4_947.wav,0,0,0.2422
D6_907.wav,D32_918.wav,0,0,0.2164
D4_865.wav,D4_981.wav,1,1,0.7892
D32_921.wav,D6_780.wav,0,0,0.1907
D31_790.wav,D32_911.wav,0,0,0.2273
D21_977.wav,D32_763.wav,0,0,0.0899
D7_812.wav,D21_768.wav,0,0,0.2611
D31_972.wav,D6_884.wav,0,0,0.1311
D11_822.wav,D4_892.wav,0,0,0.3035
D11_843.wav,D11_807.wav,1,1,0.7396
D11_888.wav,D11_818.wav,1,1,0.7892
D4_937.wav,D13_769.wav,0,0,0.2002
D31_895.wav,D12_957.wav,0,0,0.1355
D8_888.wav,D8_805.wav,1,1,0.7013
D7_838.wav,D32_997.wav,0,0,0.2645
D6_783.wav,D12_903.wav,0,0,0.3681
D12_813.wav,D12_819.wav,1,1,0.6190
D4_859.wav,D4_750.wav,1,1,0.8828
D12_873.wav,D12_955.wav,1,1,0.7413
D4_879.wav,D4_891.wav,1,1,0.8275
D6_910.wav,D31_796.wav,0,0,0.0284
D4_958.wav,D4_782.wav,1,1,0.8604
D12_872.wav,D21_911.wav,0,0,0.1876
D21_797.wav,D13_790.wav,0,0,0.1809
D13_917.wav,D11_878.wav,0,0,0.2496
D21_988.wav,D6_853.wav,0,0,0.2637
D11_793.wav,D11_855.wav,1,1,0.8215
D12_999.wav,D12_949.wav,1,1,0.8169
D8_961.wav,D8_805.wav,1,1,0.6081
D7_890.wav,D32_831.wav,0,0,0.2826
D8_832.wav,D8_810.wav,1,1,0.7731
D31_773.wav,D31_919.wav,1,1,0.7002
D21_969.wav,D21_948.wav,1,1,0.7905
D13_981.wav,D13_947.wav,1,1,0.8210
D7_990.wav,D7_784.wav,1,1,0.7007
D12_983.wav,D12_794.wav,1,1,0.6512
D12_935.wav,D12_832.wav,1,1,0.7657
D6_758.wav,D6_904.wav,1,1,0.8783
D31_951.wav,D4_977.wav,0,0,0.2806
D4_909.wav,D21_940.wav,0,0,0.1722
D12_855.wav,D12_930.wav,1,1,0.7981
D12_917.wav,D13_905.wav,0,0,0.0702
D11_923.wav,D8_803.wav,0,0,0.1456
D4_973.wav,D4_870.wav,1,1,0.7340
D11_776.wav,D7_792.wav,0,0,0.1980
D4_764.wav,D4_840.wav,1,1,0.6878
D8_944.wav,D8_900.wav,1,1,0.7557
D21_892.wav,D21_945.wav,1,1,0.8271
D13_793.wav,D4_928.wav,0,0,0.1414
D31_876.wav,D8_787.wav,0,0,0.1095
D32_753.wav,D32_841.wav,1,1,0.6019
D8_856.wav,D8_892.wav,1,1,0.7359
D31_881.wav,D4_995.wav,0,0,0.3577
D4_951.wav,D4_767.wav,1,1,0.8739
D13_978.wav,D13_962.wav,1,1,0.8598
D12_793.wav,D12_920.wav,1,1,0.7159
D6_895.wav,D21_797.wav,0,0,0.2278
D7_939.wav,D7_965.wav,1,1,0.7228
D12_961.wav,D7_849.wav,0,0,0.0212
D21_807.wav,D32_940.wav,0,0,0.3152
D31_884.wav,D21_827.wav,0,0,0.0378
D6_921.wav,D6_913.wav,1,1,0.8384
D12_832.wav,D12_989.wav,1,1,0.7048
D6_811.wav,D21_873.wav,0,0,0.1595
D32_775.wav,D32_953.wav,1,1,0.7702
D13_829.wav,D13_897.wav,1,1,0.7256
D31_941.wav,D8_876.wav,0,0,0.1236
D21_793.wav,D31_980.wav,0,0,0.1835
D31_860.wav,D31_787.wav,1,1,0.7638
D6_973.wav,D13_832.wav,0,0,0.0936
D11_905.wav,D21_806.wav,0,0,0.2239
D4_847.wav,D21_880.wav,0,0,0.0924
D32_949.wav,D21_778.wav,0,0,0.1622
D6_912.wav,D6_994.wav,1,1,0.8746
D8_806.wav,D8_995.wav,1,1,0.7115
D6_769.wav,D6_896.wav,1,1,0.8648
D21_877.wav,D32_878.wav,0,0,0.1554
D11_802.wav,D7_843.wav,0,0,0.0031
D7_989.wav,D7_985.wav,1,1,0.8269
D6_790.wav,D6_932.wav,1,1,0.8233
D12_883.wav,D32_801.wav,0,0,0.0269
D8_841.wav,D7_768.wav,0,0,0.1779
D13_952.wav,D6_914.wav,0,0,0.0535
D4_945.wav,D7_771.wav,0,0,0.3194
D4_894.wav,D32_969.wav,0,0,0.2134
D4_857.wav,D4_997.wav,1,1,0.7046
D32_773.wav,D21_958.wav,0,0,0.2553
D12_854.wav,D12_983.wav,1,1,0.7657
D6_792.wav,D6_926.wav,1,1,0.8541
D4_982.wav,D4_904.wav,1,1,0.8532
D6_913.wav,D6_757.wav,1,1,0.8212
D11_797.wav,D11_822.wav,1,1,0.7659
D6_793.wav,D11_987.wav,0,0,0.3246
D31_866.wav,D8_936.wav,0,0,0.1208
D6_983.wav,D21_912.wav,0,0,0.2378
D7_870.wav,D11_867.wav,0,0,0.2438
D7_914.wav,D7_955.wav,1,1,0.6864
D4_815.wav,D4_805.wav,1,1,0.7749
D12_930.wav,D12_997.wav,1,1,0.7667
D31_835.wav,D31_812.wav,1,1,0.8191
D6_789.wav,D6_923.wav,1,1,0.8811
D32_874.wav,D6_878.wav,0,0,0.1615
D21_792.wav,D21_952.wav,1,1,0.7826
D12_817.wav,D12_761.wav,1,1,0.6169
D4_904.wav,D4_785.wav,1,1,0.8826
D13_993.wav,D11_854.wav,0,0,0.3080
D8_864.wav,D8_972.wav,1,1,0.7511
D7_914.wav,D11_935.wav,0,0,0.1547
D4_757.wav,D4_831.wav,1,1,0.8470
D7_847.wav,D11_951.wav,0,0,0.2511
D4_913.wav,D12_889.wav,0,0,-0.0393
D8_866.wav,D11_849.wav,0,0,0.2583
D4_837.wav,D4_992.wav,1,1,0.7948
D6_970.wav,D6_933.wav,1,1,0.8667
D21_915.wav,D8_807.wav,0,0,0.2172
D8_789.wav,D8_820.wav,1,1,0.8137
D13_964.wav,D8_876.wav,0,0,0.2069
D4_820.wav,D11_972.wav,0,0,0.2749
D32_928.wav,D6_861.wav,0,0,0.1720
D13_781.wav,D13_866.wav,1,1,0.7466
D31_787.wav,D31_951.wav,1,1,0.6519
D32_910.wav,D32_830.wav,1,1,0.8247
D32_883.wav,D7_926.wav,0,0,0.2121
D8_989.wav,D8_978.wav,1,1,0.7336
D6_997.wav,D7_913.wav,0,0,0.2519
D21_935.wav,D21_900.wav,1,1,0.8215
D4_829.wav,D4_796.wav,1,1,0.8238
D4_827.wav,D31_773.wav,0,0,0.2846
D4_946.wav,D4_908.wav,1,1,0.8624
D31_917.wav,D12_971.wav,0,0,0.1289
D21_998.wav,D21_947.wav,1,1,0.8257
D4_848.wav,D32_845.wav,0,0,0.2129
D13_923.wav,D31_977.wav,0,0,0.2676
D7_952.wav,D7_825.wav,1,1,0.7863
D6_923.wav,D31_883.wav,0,0,0.0844
D21_763.wav,D31_799.wav,0,0,0.0780
D8_873.wav,D11_779.wav,0,0,0.1556
D6_918.wav,D8_900.wav,0,0,0.4081
D8_902.wav,D21_809.wav,0,0,0.0774
D12_956.wav,D7_898.wav,0,0,-0.0818
D7_763.wav,D7_899.wav,1,1,0.6710
D32_859.wav,D32_925.wav,1,1,0.7781
D7_870.wav,D7_973.wav,1,1,0.7512
D7_826.wav,D7_901.wav,1,1,0.7260
D8_969.wav,D8_931.wav,1,1,0.7058
D6_768.wav,D6_865.wav,1,1,0.9017
D32_931.wav,D13_827.wav,0,0,0.1863
D11_992.wav,D13_893.wav,0,0,0.1857
D32_968.wav,D13_849.wav,0,0,0.1467
D21_825.wav,D8_864.wav,0,0,0.1250
D13_790.wav,D6_795.wav,0,0,-0.0255
D6_889.wav,D8_956.wav,0,0,0.3674
D32_939.wav,D4_779.wav,0,0,0.1980
D21_902.wav,D21_822.wav,1,1,0.8065
D21_960.wav,D21_916.wav,1,1,0.8404
D7_772.wav,D21_855.wav,0,0,0.2210
D21_993.wav,D21_755.wav,1,1,0.7817
D13_867.wav,D13_931.wav,1,1,0.8592
D13_927.wav,D11_896.wav,0,0,0.3659
D31_990.wav,D31_993.wav,1,1,0.7758
D8_763.wav,D13_884.wav,0,0,0.1880
D21_780.wav,D7_972.wav,0,0,0.1869
D7_862.wav,D7_830.wav,1,1,0.8893
D12_765.wav,D13_985.wav,0,0,0.2101
D21_877.wav,D21_988.wav,1,1,0.8115
D8_919.wav,D8_973.wav,1,1,0.7308
D11_872.wav,D11_993.wav,1,1,0.7321
D12_821.wav,D12_824.wav,1,1,0.8093
D12_905.wav,D31_974.wav,0,0,0.1866
D21_855.wav,D21_761.wav,1,1,0.6952
D13_887.wav,D11_834.wav,0,0,0.3524
D8_945.wav,D13_785.wav,0,0,0.0661
D21_849.wav,D13_949.wav,0,0,0.2968
D4_964.wav,D4_932.wav,1,1,0.7968
D32_830.wav,D32_897.wav,1,1,0.7458
D6_993.wav,D6_895.wav,1,1,0.8041
D21_870.wav,D21_872.wav,1,1,0.8858
D4_864.wav,D4_907.wav,1,1,0.8000
D12_773.wav,D12_914.wav,1,1,0.6362
D12_851.wav,D8_892.wav,0,0,0.1743
D32_763.wav,D32_998.wav,1,1,0.7439
D32_857.wav,D32_866.wav,1,1,0.8420
D13_917.wav,D6_754.wav,0,0,0.0894
D6_771.wav,D32_884.wav,0,0,0.2414
D7_866.wav,D7_914.wav,1,1,0.7121
D6_848.wav,D6_836.wav,1,1,0.8837
D32_884.wav,D31_897.wav,0,0,0.2609
D11_951.wav,D6_755.wav,0,0,0.2993
D8_901.wav,D21_889.wav,0,0,0.1422
D12_941.wav,D21_880.wav,0,0,0.2118
D7_993.wav,D4_779.wav,0,0,0.3203
D11_802.wav,D11_933.wav,1,1,0.7952
D11_849.wav,D11_848.wav,1,1,0.8329
D31_765.wav,D31_851.wav,1,1,0.8015
D11_960.wav,D32_953.wav,0,0,0.1616
D21_780.wav,D8_988.wav,0,0,-0.0101
D6_937.wav,D8_999.wav,0,0,0.2724
D4_923.wav,D4_934.wav,1,1,0.8662
D7_936.wav,D7_843.wav,1,1,0.8177
D6_844.wav,D6_881.wav,1,1,0.8967
D6_877.wav,D6_844.wav,1,1,0.9006
D13_789.wav,D13_861.wav,1,1,0.7539
D31_926.wav,D31_844.wav,1,1,0.7670
D11_831.wav,D4_977.wav,0,0,0.2469
D12_899.wav,D12_798.wav,1,1,0.6617
D21_951.wav,D21_879.wav,1,1,0.7996
D21_866.wav,D21_988.wav,1,1,0.8601
D4_846.wav,D4_789.wav,1,1,0.8593
D8_826.wav,D8_846.wav,1,1,0.7977
D6_954.wav,D8_759.wav,0,0,0.2640
D8_902.wav,D8_973.wav,1,1,0.7271
D7_886.wav,D7_875.wav,1,1,0.6288
D31_907.wav,D31_854.wav,1,1,0.8380
D21_862.wav,D21_837.wav,1,1,0.8522
D31_834.wav,D11_999.wav,0,0,0.2039
D21_808.wav,D21_842.wav,1,1,0.8545
D32_957.wav,D32_783.wav,1,1,0.7425
D21_991.wav,D21_819.wav,1,1,0.8505
D32_870.wav,D4_984.wav,0,0,0.2954
D6_987.wav,D4_940.wav,0,0,0.1339
D21_750.wav,D21_918.wav,1,1,0.7844
D32_760.wav,D12_993.wav,0,0,0.1298
D6_839.wav,D31_970.wav,0,0,0.1545
D31_775.wav,D31_884.wav,1,1,0.7768
D8_892.wav,D13_941.wav,0,0,0.1856
D4_955.wav,D32_890.wav,0,0,0.2267
D7_947.wav,D7_972.wav,1,1,0.7650
D13_902.wav,D13_831.wav,1,1,0.8076
D13_888.wav,D32_793.wav,0,0,0.2434
D4_833.wav,D12_844.wav,0,0,-0.0028
D7_865.wav,D13_825.wav,0,0,0.0285
D32_769.wav,D32_970.wav,1,1,0.7545
D31_798.wav,D31_908.wav,1,1,0.7751
D4_924.wav,D12_863.wav,0,0,-0.0083
D32_819.wav,D31_925.wav,0,0,0.3850
D31_803.wav,D31_900.wav,1,1,0.7559
D32_868.wav,D6_864.wav,0,0,0.2004
D6_882.wav,D6_849.wav,1,1,0.8964
D7_798.wav,D7_754.wav,1,1,0.8205
D6_831.wav,D6_937.wav,1,1,0.8523
D4_988.wav,D4_775.wav,1,1,0.8078
D4_963.wav,D4_799.wav,1,1,0.8395
D4_857.wav,D13_801.wav,0,0,0.1041
D12_799.wav,D12_854.wav,1,1,0.6295
D8_937.wav,D21_769.wav,0,0,0.1139
D31_752.wav,D31_894.wav,1,1,0.6722
D8_869.wav,D8_886.wav,1,1,0.7326
D13_775.wav,D11_939.wav,0,0,0.3929
D8_994.wav,D8_982.wav,1,1,0.7804
D21_908.wav,D12_977.wav,0,0,0.2261
D6_985.wav,D11_843.wav,0,0,0.2222
D21_818.wav,D7_855.wav,0,0,0.2020
D32_912.wav,D32_999.wav,1,1,0.7819
D7_877.wav,D31_886.wav,0,0,0.2964
D6_794.wav,D32_931.wav,0,0,0.3176
D4_938.wav,D8_759.wav,0,0,0.1351
D7_942.wav,D8_780.wav,0,0,0.2560
D31_979.wav,D4_846.wav,0,0,0.4260
D13_816.wav,D13_942.wav,1,1,0.7375
D21_868.wav,D21_855.wav,1,1,0.8170
D11_958.wav,D11_973.wav,1,1,0.8278
D11_850.wav,D31_775.wav,0,0,0.1476
D8_893.wav,D8_868.wav,1,1,0.7689
D7_777.wav,D7_987.wav,1,1,0.7753
D6_763.wav,D7_756.wav,0,0,0.3144
D12_977.wav,D12_767.wav,1,1,0.6048
D11_886.wav,D11_986.wav,1,1,0.7585
D6_934.wav,D6_980.wav,1,1,0.8603
D32_756.wav,D32_905.wav,1,1,0.6876
D6_839.wav,D4_900.wav,0,0,0.1848
D8_952.wav,D13_953.wav,0,0,0.2235
D31_930.wav,D31_973.wav,1,1,0.7563
D7_797.wav,D11_999.wav,0,0,0.1718
D8_794.wav,D8_906.wav,1,1,0.6618
D32_993.wav,D32_804.wav,1,1,0.7193
D21_777.wav,D32_943.wav,0,0,0.1798
D6_844.wav,D6_869.wav,1,1,0.8819
D8_968.wav,D8_883.wav,1,1,0.7618
D13_832.wav,D13_968.wav,1,1,0.7277
D7_752.wav,D11_915.wav,0,0,0.1916
D32_872.wav,D6_973.wav,0,0,0.1129
D13_821.wav,D31_864.wav,0,0,0.1967
D12_973.wav,D12_767.wav,1,1,0.6676
D11_947.wav,D11_782.wav,1,1,0.5248
D8_959.wav,D12_961.wav,0,0,0.1364
D8_777.wav,D21_776.wav,0,0,0.0550
D32_962.wav,D32_927.wav,1,1,0.8448
D4_754.wav,D4_841.wav,1,1,0.8572
D8_969.wav,D8_913.wav,1,1,0.7531
D7_929.wav,D4_979.wav,0,0,0.2482
D8_838.wav,D8_991.wav,1,1,0.6151
D12_816.wav,D8_875.wav,0,0,0.1491
D4_829.wav,D12_930.wav,0,0,-0.0323
D7_850.wav,D7_879.wav,1,1,0.8641
D32_895.wav,D4_978.wav,0,0,0.1834
D4_774.wav,D12_766.wav,0,0,0.1072
D7_998.wav,D7_948.wav,1,1,0.8037
D6_789.wav,D32_785.wav,0,0,0.0961
D7_854.wav,D8_776.wav,0,0,0.2752
D6_924.wav,D6_882.wav,1,1,0.8609
D7_899.wav,D7_840.wav,1,1,0.8179
D32_824.wav,D32_779.wav,1,1,0.7411
D12_965.wav,D13_840.wav,0,0,0.1347
D6_785.wav,D6_885.wav,1,1,0.8830
D31_941.wav,D31_773.wav,1,1,0.6899
D6_764.wav,D6_962.wav,1,1,0.8667
D21_982.wav,D7_952.wav,0,0,0.2771
D11_898.wav,D8_883.wav,0,0,0.2578
D6_963.wav,D31_848.wav,0,0,0.0271
D8_782.wav,D8_936.wav,1,1,0.6465
D31_950.wav,D31_998.wav,1,1,0.8387
D32_807.wav,D32_956.wav,1,1,0.6571
D6_792.wav,D8_771.wav,0,0,0.3138
D21_886.wav,D21_782.wav,1,1,0.7425
D32_776.wav,D32_897.wav,1,1,0.6814
D11_889.wav,D11_995.wav,1,1,0.7652
D32_779.wav,D6_774.wav,0,0,0.0490
D6_949.wav,D7_985.wav,0,0,0.1332
D4_843.wav,D8_900.wav,0,0,0.2697
D11_755.wav,D11_901.wav,1,1,0.7594
D31_795.wav,D8_862.wav,0,0,0.0998
D4_878.wav,D4_788.wav,1,1,0.8787
D8_793.wav,D7_925.wav,0,0,0.1940
D7_937.wav,D6_972.wav,0,0,0.2730
D7_870.wav,D12_933.wav,0,0,0.1160
D13_751.wav,D13_991.wav,1,1,0.7525
D7_801.wav,D7_961.wav,1,1,0.7640
D21_960.wav,D21_818.wav,1,1,0.7678
D32_771.wav,D6_976.wav,0,0,0.0952
D7_996.wav,D7_973.wav,1,1,0.8373
D6_961.wav,D6_971.wav,1,1,0.8937
D6_769.wav,D13_942.wav,0,0,0.1467
D11_896.wav,D11_975.wav,1,0,0.4360
D12_965.wav,D11_991.wav,0,0,0.2556
D8_854.wav,D8_788.wav,1,1,0.6886
D31_834.wav,D31_968.wav,1,1,0.6381
D7_979.wav,D7_851.wav,1,1,0.8452
D12_820.wav,D8_789.wav,0,0,0.1909
D13_946.wav,D13_844.wav,1,1,0.8559
D6_909.wav,D8_956.wav,0,0,0.3465
D13_984.wav,D13_967.wav,1,1,0.8284
D11_772.wav,D4_825.wav,0,0,0.3192
D6_955.wav,D6_891.wav,1,1,0.8766
D31_767.wav,D31_962.wav,1,1,0.7071
D32_761.wav,D32_806.wav,1,1,0.7528
D13_852.wav,D7_879.wav,0,0,0.2953
D11_951.wav,D7_857.wav,0,0,0.2495
D21_823.wav,D21_919.wav,1,1,0.8137
D32_902.wav,D6_901.wav,0,0,0.1731
D21_921.wav,D13_839.wav,0,0,0.3630
D8_978.wav,D8_847.wav,1,1,0.7291
D32_891.wav,D12_990.wav,0,0,0.0936
D8_783.wav,D8_881.wav,1,1,0.6929
D32_914.wav,D32_892.wav,1,1,0.7959
D31_845.wav,D12_922.wav,0,0,0.0652
D32_771.wav,D6_752.wav,0,0,0.0200
D13_854.wav,D13_875.wav,1,1,0.8074
D12_833.wav,D21_874.wav,0,0,0.2189
D7_803.wav,D6_936.wav,0,0,0.1789
D32_885.wav,D32_825.wav,1,1,0.8638
D11_849.wav,D8_862.wav,0,0,0.1126
D13_888.wav,D13_869.wav,1,1,0.8504
D31_809.wav,D31_870.wav,1,1,0.7639
D31_914.wav,D12_891.wav,0,0,0.1802
D32_815.wav,D4_773.wav,0,0,0.2234
D11_862.wav,D11_791.wav,1,1,0.7995
D13_828.wav,D21_782.wav,0,0,0.1530
D12_796.wav,D7_996.wav,0,0,0.0598
D21_835.wav,D13_811.wav,0,0,0.2279
D11_935.wav,D4_830.wav,0,0,0.2391
D8_866.wav,D6_854.wav,0,0,0.3697
D4_771.wav,D4_945.wav,1,1,0.8731
D4_770.wav,D4_754.wav,1,1,0.8948
D13_831.wav,D11_903.wav,0,0,0.3012
D21_753.wav,D21_931.wav,1,1,0.6993
D6_838.wav,D6_992.wav,1,1,0.7454
D32_986.wav,D4_788.wav,0,0,0.2430
D8_979.wav,D8_853.wav,1,1,0.6970
D31_955.wav,D31_840.wav,1,1,0.7823
D12_829.wav,D12_855.wav,1,1,0.7998
D31_889.wav,D31_980.wav,1,1,0.7876
D32_919.wav,D12_810.wav,0,0,-0.0388
D7_939.wav,D13_898.wav,0,0,0.0984
D4_755.wav,D12_970.wav,0,0,0.0426
D7_922.wav,D7_778.wav,1,1,0.7826
D7_835.wav,D7_822.wav,1,1,0.7881
D6_915.wav,D31_772.wav,0,0,-0.0660
D4_947.wav,D6_812.wav,0,0,0.1540
D8_999.wav,D11_867.wav,0,0,0.2340
D12_888.wav,D4_754.wav,0,0,0.0143
D4_765.wav,D13_907.wav,0,0,0.1488
D31_836.wav,D11_847.wav,0,0,0.2285
D13_839.wav,D13_807.wav,1,1,0.7535
D31_803.wav,D12_792.wav,0,0,0.0707
D32_884.wav,D32_779.wav,1,1,0.7413
D32_930.wav,D6_912.wav,0,0,0.2179
D12_937.wav,D13_892.wav,0,0,0.1483
D8_818.wav,D8_994.wav,1,1,0.6897
D11_770.wav,D6_751.wav,0,0,0.1884
D13_948.wav,D13_873.wav,1,1,0.7146
D13_794.wav,D31_925.wav,0,0,0.2682
D32_866.wav,D32_879.wav,1,1,0.8423
D13_934.wav,D6_799.wav,0,0,0.1531
D31_991.wav,D13_930.wav,0,0,0.2192
D4_938.wav,D12_964.wav,0,0,0.0270
D21_763.wav,D21_788.wav,1,1,0.8264
D8_905.wav,D31_895.wav,0,0,0.2035
D11_947.wav,D11_949.wav,1,1,0.8105
D21_913.wav,D8_982.wav,0,0,0.1489
D6_958.wav,D13_922.wav,0,0,0.0847
D32_911.wav,D4_906.wav,0,0,0.2883
D31_959.wav,D32_800.wav,0,0,0.4219
D13_852.wav,D12_854.wav,0,0,0.2569
D8_848.wav,D8_810.wav,1,1,0.8447
D11_898.wav,D21_966.wav,0,0,0.1239
D6_955.wav,D6_771.wav,1,1,0.8541
D8_907.wav,D6_841.wav,0,0,0.3201
D13_993.wav,D13_813.wav,1,1,0.7512
D11_818.wav,D11_999.wav,1,1,0.7119
D32_976.wav,D21_825.wav,0,0,0.2368
D12_802.wav,D12_923.wav,1,1,0.7024
D32_866.wav,D32_852.wav,1,1,0.7855
D12_898.wav,D11_915.wav,0,0,0.3081
D31_801.wav,D31_783.wav,1,1,0.8058
D12_997.wav,D11_910.wav,0,0,0.4122
D8_842.wav,D8_769.wav,1,1,0.8084
D31_772.wav,D4_877.wav,0,0,0.2442
D12_756.wav,D12_920.wav,1,1,0.7989
D21_808.wav,D32_847.wav,0,0,0.2358
D4_903.wav,D12_777.wav,0,0,0.0497
D6_816.wav,D7_888.wav,0,0,0.2813
D13_929.wav,D13_815.wav,1,1,0.6997
D11_786.wav,D11_859.wav,1,1,0.8471
D31_974.wav,D31_998.wav,1,1,0.7864
D12_919.wav,D12_834.wav,1,1,0.8107
D21_990.wav,D21_970.wav,1,1,0.8254
D4_813.wav,D4_931.wav,1,1,0.8262
D32_787.wav,D32_810.wav,1,1,0.7746
D4_932.wav,D4_966.wav,1,1,0.6628
D8_846.wav,D13_828.wav,0,0,0.0291
D21_926.wav,D21_827.wav,1,1,0.8405
D13_968.wav,D13_978.wav,1,1,0.8385
D7_863.wav,D7_917.wav,1,1,0.6757
